A2M,103950
A2M,2
A2M,7
A2M,A2MD
A2M,A2MG_HUMAN
A2M,ALPHA-2-MACROGLOBULIN
A2M,BE0000910
A2M,CPAMD5
A2M,ENSG00000175899
A2M,FWP007
A2M,OTTHUMG00000150267
A2M,P01023
A2M,S863-7
AADACL2,24427
AADACL2,344752
AADACL2,ARYLACETAMIDE DEACETYLASE LIKE 2
AADACL2,BE0004098
AADACL2,ENSG00000197953
AADACL2,OTTHUMG00000155914
AADACL2,Q6P093
AADAT,17929
AADAT,51166
AADAT,611754
AADAT,AMINOADIPATE AMINOTRANSFERASE
AADAT,BE0000727
AADAT,ENSG00000109576
AADAT,KAT2
AADAT,KATII
AADAT,KYAT2
AADAT,OTTHUMG00000160912
AADAT,Q8N5Z0
AANAT,15
AANAT,19
AANAT,600950
AANAT,ARALKYLAMINE N-ACETYLTRANSFERASE
AANAT,BE0004584
AANAT,DSPS
AANAT,ENSG00000129673
AANAT,OTTHUMG00000180179
AANAT,Q16613
AANAT,SNAT
AARS,16
AARS,20
AARS,601065
AARS,ALANYL-TRNA SYNTHETASE
AARS,BE0000294
AARS,CMT2N
AARS,EIEE29
AARS,ENSG00000090861
AARS,OTTHUMG00000177042
AARS,P49588
AARS2,21022
AARS2,57505
AARS2,612035
AARS2,AARSL
AARS2,"ALANYL-TRNA SYNTHETASE 2, MITOCHONDRIAL"
AARS2,BE0002318
AARS2,COXPD8
AARS2,ENSG00000124608
AARS2,LKENP
AARS2,MT-ALARS
AARS2,MTALARS
AARS2,OTTHUMG00000014766
AARS2,Q5JTZ9
AASS,10157
AASS,17366
AASS,605113
AASS,AMINOADIPATE-SEMIALDEHYDE SYNTHASE
AASS,BE0000073
AASS,ENSG00000008311
AASS,LKR/SDH
AASS,LKRSDH
AASS,LORSDH
AASS,OTTHUMG00000157058
AASS,Q9UDR5
ABAT,(S)-3-AMINO-2-METHYLPROPIONATE TRANSAMINASE
ABAT,(S)-3-amino-2-methylpropionate transaminase
ABAT,137150
ABAT,18
ABAT,23
ABAT,2464
ABAT,4-AMINOBUTYRATE AMINOTRANSFERASE
ABAT,"4-AMINOBUTYRATE AMINOTRANSFERASE, MITOCHONDRIAL"
ABAT,"4-AMINOBUTYRATE AMINOTRANSFERASE, MITOCHONDRIAL PRECURSOR (EC 2.6.1.19) ((S)-3-AMINO-2-METHYLPROPIONATE TRANSAMINASE) (EC 2.6.1.22) (GAMMA-AMINO-N-BUTYRATE TRANSAMINASE) (GABA TRANSAMINASE) (GABA AMINOTRANSFERASE) (GABA-AT) (GABA-T) (L-AIBAT). [SOURCE:UNI"
ABAT,4-aminobutyrate aminotransferase
ABAT,"4-aminobutyrate aminotransferase, mitochondrial"
ABAT,BE0000253
ABAT,ENSG00000183044
ABAT,GABA AMINOTRANSFERASE
ABAT,GABA TRANSAMINASE
ABAT,GABA aminotransferase
ABAT,GABA transaminase
ABAT,GABA-AT
ABAT,GABA-T
ABAT,GABAT
ABAT,GABT_HUMAN
ABAT,GAMMA-AMINO-N-BUTYRATE TRANSAMINASE
ABAT,Gamma-amino-N-butyrate transaminase
ABAT,L-AIBAT
ABAT,NPD009
ABAT,OTTHUMG00000048201
ABAT,P80404
ABAT,TTDS00024
ABCA1,19
ABCA1,29
ABCA1,600046
ABCA1,756
ABCA1,ABC-1
ABCA1,ABC1
ABCA1,ABCA1_HUMAN
ABCA1,ATP BINDING CASSETTE SUBFAMILY A MEMBER 1
ABCA1,"ATP-BINDING CASSETTE, SUB-FAMILY A, MEMBER 1 (ATP-BINDING CASSETTE TRANSPORTER 1) (ATP-BINDING CASSETTE 1) (ABC-1) (CHOLESTEROL EFFLUX REGULATORY PROTEIN). [SOURCE:UNIPROT/SWISSPROT;ACC:O95477]"
