8,www.sciencedirect.com
15,www.sciencedirect.com
17,www.sciencedirect.com
38,-
75,www.sciencedirect.com
322,-
610,-
2013,ajog.org
2014,www.physiology.org
2015,www.physiology.org
2016,www.physiology.org
2154,portlandpress.com
2605,www.jbc.org
4134,www.sciencedirect.com
4519,-
8006,aem.asm.org
8007,www.sciencedirect.com
8009,www.sciencedirect.com
9129,-
10102,www.sciencedirect.com
10517,-
10535,-
10722,www.sciencedirect.com
11010,-
11134,-
16716,-
17374,-
17557,journals.sagepub.com
18565,-
22555,www.jci.org
25190,www.sciencedirect.com
26515,www.tandfonline.com
29133,-
29252,-
30388,-
36882,-
37605,surveyophthalmol.com
38961,onlinelibrary.wiley.com
42903,europepmc.org
45460,academic.oup.com
46571,-
60273,-
66166,www.karger.com?DOI=10.1159
72763,journals.sagepub.com
85301,europepmc.org
90445,onlinelibrary.wiley.com
91313,-
91427,cancerres.aacrjournals.org
105006,www.jbc.org
107027,onlinelibrary.wiley.com
110294,jamanetwork.com
114173,portlandpress.com
123251,www.jci.org
123547,-
124205,cancerres.aacrjournals.org
124600,www.sciencedirect.com
127690,-
131389,-
132355,www.sciencedirect.com
134717,-
136410,-
150666,-
152592,www.annals.org
153476,-
156362,europepmc.org
166800,www.tandfonline.com
173192,www.physiology.org
177447,academic.oup.com
177889,-
179611,-
179793,academic.oup.com
180879,arjournals.annualreviews.org
182529,-
212383,iovs.arvojournals.org
216448,onlinelibrary.wiley.com
225216,-
227233,onlinelibrary.wiley.com
228770,-
231718,www.sciencedirect.com
236311,www.jbc.org
236567,-
236774,www.sciencedirect.com
237755,onlinelibrary.wiley.com
239236,-
239403,europepmc.org
239964,academic.oup.com
240743,-
241701,-
261660,-
269396,europepmc.org
270770,-
278843,-
289317,onlinelibrary.wiley.com
291471,-
309138,www.thieme-connect.com
347363,www.nature.com
351975,-
353090,onlinelibrary.wiley.com
357032,-
393437,www.ncbi.nlm.nih.gov
403177,jb.asm.org
407071,academic.oup.com
408151,onlinelibrary.wiley.com
417864,-
436730,academic.oup.com
436795,joi.jlc.jst.go.jp
448162,jidonline.org
449696,metabolismjournal.com
458448,onlinelibrary.wiley.com
474643,-
476986,onlinelibrary.wiley.com
477738,www.sciencedirect.com
478439,www.karger.com?DOI=10.1159
489538,www.jbc.org
489712,academic.oup.com
497523,onlinelibrary.wiley.com
500557,jb.asm.org
508488,bjanaesthesia.org
521021,www.sciencedirect.com
526444,onlinelibrary.wiley.com
562092,insights.ovid.com
566752,www.jbc.org
570044,www.sciencedirect.com
573191,contraceptionjournal.org
574234,ovidsp.ovid.com
574544,jpharmsci.org
580200,-
603326,-
603879,academic.oup.com
613316,-
639854,www.sciencedirect.com
659613,www.jci.org
687395,-
687635,www.sciencedirect.com
689791,guilfordjournals.com
704660,www.karger.com?DOI=10.1159
705020,-
709521,-
744157,academic.oup.com
744262,-
748042,academic.oup.com
761406,www.sciencedirect.com
812185,-
823072,www.genetics.org
824050,cancerres.aacrjournals.org
824661,insights.ovid.com
842358,doi.org
844253,-
849069,-
849330,www.sciencedirect.com
856582,onlinelibrary.wiley.com
856725,-
858280,academic.oup.com
872489,-
893017,-
932529,-
942746,academic.oup.com
944698,www.jbc.org
945314,jidonline.org
945467,-
946922,-
948350,-
952985,www.sciencedirect.com
952986,www.sciencedirect.com
970853,-
973739,-
976190,academic.oup.com
982732,goldjournal.net
984083,ajog.org
984618,www.annals.org
996853,japanlinkcenter.org
999318,jamanetwork.com
1009362,europepmc.org
1026294,-
1032363,-
1060033,-
1060115,europepmc.org
1090530,iai.asm.org
1092541,link.springer.com
1104268,-
1109354,-
1111414,-
1116996,www.jbc.org
1119107,-
1143714,academic.oup.com
1149776,onlinelibrary.wiley.com
1157041,cancerres.aacrjournals.org
1168577,www.sciencedirect.com
1169962,-
1170911,onlinelibrary.wiley.com
1174132,academic.oup.com
1174515,www.sciencedirect.com
1176445,www.jbc.org
1197440,ovidsp.ovid.com
1203620,onlinelibrary.wiley.com
1207670,molpharm.aspetjournals.org
1207869,-
1262785,jem.rupress.org
1266718,www.sciencedirect.com
1267542,-
1277199,cancerres.aacrjournals.org
1278093,academic.oup.com
1279186,academic.oup.com
1279377,molpharm.aspetjournals.org
1280065,www.sciencedirect.com
1280529,www.sciencedirect.com
1280737,ovidsp.ovid.com
1281220,jgp.rupress.org
1281221,jgp.rupress.org
1281470,www.jbc.org
1282221,-
1282827,onlinelibrary.wiley.com
1283184,-
1283360,-
1283698,jdsjournal.com
1284044,-
1284246,joi.jlc.jst.go.jp
1285639,-
1287164,-
1290488,portlandpress.com
1291017,-
1292985,www.karger.com?DOI=10.1159
1296670,-
1300984,-
1302037,ovidsp.ovid.com
1303772,-
1303773,-
1308922,-
1309330,academic.oup.com
1309870,jpet.aspetjournals.org
1309873,jpet.aspetjournals.org
1309942,www.nature.com
1310135,www.sciencedirect.com
1310260,www.cell.com
1311270,www.febsletters.org
1311390,www.sciencedirect.com
1311763,-
1312036,www.febsletters.org
1312497,www.genesdev.org
1312851,www.atsjournals.org
1313063,journals.sagepub.com
1313131,www.sciencedirect.com
1314502,www.physiology.org
1314592,www.sciencedirect.com
1314659,-
1314830,www.jbc.org
1315216,-
1315250,academic.oup.com
1315825,ovidsp.ovid.com
1316589,www.sciencedirect.com
1316967,-
1317848,www.jbc.org
1318989,www.sciencedirect.com
1320313,-
1320691,jpet.aspetjournals.org
1320692,jpet.aspetjournals.org
1320877,www.sciencedirect.com
1321043,onlinelibrary.wiley.com
1321910,-
1322047,www.physiology.org
1322429,academic.oup.com
1322573,www.sciencedirect.com
1322791,cancerres.aacrjournals.org
1322894,www.jbc.org
1323127,www.pnas.org
1323296,www.sciencedirect.com
1323650,jpet.aspetjournals.org
1323836,www.pnas.org
1323952,aac.asm.org
1324091,www.sciencedirect.com
1324133,www.tandfonline.com
1324161,academic.oup.com
1324557,-
1324860,-
1325028,molpharm.aspetjournals.org
1326295,www.cell.com
1326548,www.jbc.org
1326878,-
1327384,onlinelibrary.wiley.com
1328224,www.jbc.org
1328609,jpet.aspetjournals.org
1328752,kidney-international.theisn.org
1328859,mcb.asm.org
1329092,www.pnas.org
1329582,-
1329767,www.sciencedirect.com
1329768,www.sciencedirect.com
1330549,-
1330944,www.sciencedirect.com
1331122,doi.org
1331331,-
1331350,-
1331410,jpet.aspetjournals.org
1331415,jpet.aspetjournals.org
1331766,molpharm.aspetjournals.org
1332129,www.sciencedirect.com
1332478,ajog.org
1332684,portlandpress.com
1332730,onlinelibrary.wiley.com
1333205,www.sciencedirect.com
1334399,-
1334447,-
1335254,www.sciencedirect.com
1336373,www.sciencedirect.com
1336744,www.sciencedirect.com
1336906,www.sciencedirect.com
1337082,joi.jlc.jst.go.jp
1339096,japanlinkcenter.org
1344580,-
1346382,onlinelibrary.wiley.com
1346637,jpet.aspetjournals.org
1346768,www.fasebj.org
1348168,insights.ovid.com
1348689,onlinelibrary.wiley.com
1349493,onlinelibrary.wiley.com
1349513,academic.oup.com
1350385,www.sciencedirect.com
1350745,onlinelibrary.wiley.com
1351412,link.springer.com
1352051,-
1352660,onlinelibrary.wiley.com
1353247,molpharm.aspetjournals.org
1353628,www.sciencedirect.com
1354084,onlinelibrary.wiley.com
1354163,-
1356124,www.jimmunol.org
1356589,www.sciencedirect.com
1356794,www.sciencedirect.com
1357064,-
1357724,www.sciencedirect.com
1358088,-
1358746,www.sciencedirect.com
1358833,-
1358918,www.jci.org
1359073,onlinelibrary.wiley.com
1359745,-
1359777,-
1359970,doi.org
1360991,jacionline.org
1361012,joi.jlc.jst.go.jp
1361214,www.nature.com
1361281,-
1361547,onlinelibrary.wiley.com
1361946,www.japmaonline.org
1362160,www.sciencedirect.com
1362358,ovidsp.ovid.com
1362916,www.tandfonline.com
1363322,ovidsp.ovid.com
1363595,-
1363885,-
1364818,onlinelibrary.wiley.com
1365657,-
1368117,-
1370924,www.ahajournals.org
1371217,www.cell.com
1371522,www.jimmunol.org
1371564,www.jurology.com
1371977,gynecologiconcology-online.net
1373134,www.jbc.org
1373179,onlinelibrary.wiley.com
1373731,www.jbc.org
1373887,www.pnas.org
1375507,ovidsp.ovid.com
1375873,-
1376313,www.jbc.org
1376817,ovidsp.ovid.com
1377913,portlandpress.com
1378042,www.karger.com?DOI=10.1159
1378096,jpet.aspetjournals.org
1378415,diabetes.diabetesjournals.org
1378681,-
1378833,www.jbc.org
1379184,doi.org
1379593,www.jbc.org
1379636,www.jneurosci.org
1379707,-
1380897,www.sciencedirect.com
1381236,-
1382157,ovidsp.ovid.com
1382161,ovidsp.ovid.com
1382827,-
1384503,www.sciencedirect.com
1384603,-
1384809,doi.org
1385113,onlinelibrary.wiley.com
1385733,jasn.asnjournals.org
1386491,ajconline.org
1386736,portlandpress.com
1386745,www.atsjournals.org
1386885,jpet.aspetjournals.org
1387020,onlinelibrary.wiley.com
1387312,www.sciencedirect.com
1387586,cancerres.aacrjournals.org
1388220,maturitas.org
1391956,-
1393282,onlinelibrary.wiley.com
1394142,cancerres.aacrjournals.org
1394194,cancerres.aacrjournals.org
1394224,cancerres.aacrjournals.org
1394620,www.sciencedirect.com
1397053,www.sciencedirect.com
1397064,-
1400062,www.physiology.org
1400429,www.jbc.org
1403790,jpet.aspetjournals.org
1403800,jpet.aspetjournals.org
1407010,-
1410529,www.sciencedirect.com
1411635,-
1418064,-
1422285,www.sciencedirect.com
1424804,-
1426023,-
1427966,-
1429556,www.jbc.org
1430209,www.jci.org
1431212,jidonline.org
1433193,-
1434122,joi.jlc.jst.go.jp
1434130,joi.jlc.jst.go.jp
1435788,academic.oup.com
1436243,-
1438284,www.pnas.org
1438304,www.pnas.org
1440518,thrombosisresearch.com
1442974,ajog.org
1444457,www.sciencedirect.com
1446618,academic.oup.com
1450993,-
1460006,www.jbc.org
1464611,www.jbc.org
1468487,www.sciencedirect.com
1472079,www.sciencedirect.com
1472092,www.sciencedirect.com
1472476,academic.oup.com
1472961,onlinelibrary.wiley.com
1475066,-
1476595,-
1478066,-
1483111,-
1486803,-
1489988,www.sciencedirect.com
1490499,www.karger.com?DOI=10.1159
1492075,onlinelibrary.wiley.com
1493594,www.nrcresearchpress.com
1493716,contraceptionjournal.org
1499567,onlinelibrary.wiley.com
1501748,www.karger.com?DOI=10.1159
1504859,-
1505665,www.febsletters.org
1511344,www.sciencedirect.com
1511424,www.sciencedirect.com
1513198,www.sciencedirect.com
1515095,-
1515646,-
1515867,onlinelibrary.wiley.com
1516603,dx.doi.org
1517211,www.jbc.org
1517537,www.tandfonline.com
1518162,-
1520304,www.sciencedirect.com
1520319,www.sciencedirect.com
1526623,www.thieme-connect.com
1527791,-
1531856,www.sciencedirect.com
1532675,doi.org
1533376,www.sciencedirect.com
1533575,doi.org
1533964,-
1536695,link.springer.com
1537729,www.physiology.org
1537825,www.jbc.org
1538710,molpharm.aspetjournals.org
1539679,www.physiology.org
1543672,onlinelibrary.wiley.com
1544711,onlinelibrary.wiley.com
1547735,academic.oup.com
1549603,www.pnas.org
1549935,onlinelibrary.wiley.com
