A2M,ALPROSTADIL,,6202298
A2M,BECAPLERMIN,,1697862
A2M,BECAPLERMIN,,7541796
A2M,THROMBIN,,2432677
AADACL2,GIBBERELLIN A3,,10592235
AADAT,L-GLUTAMATE,,12850557
AADAT,L-GLUTAMATE,,17016423
AADAT,L-GLUTAMATE,,17139284
AADAT,PYRIDOXAL PHOSPHATE,cofactor,12126930
AADAT,PYRIDOXAL PHOSPHATE,cofactor,15016471
AANAT,FLUOXETINE,,15994025
AANAT,ISOPROTERENOL,,6152777
AANAT,MELATONIN,,8674865
AANAT,MELATONIN,,15026119
AANAT,MELATONIN,,15644438
AARS,L-ALANINE,,7742303
AARS,L-ALANINE,,8601277
AARS,L-ALANINE,,10871402
AARS,L-ALANINE,,17016423
AARS,L-ALANINE,,17139284
AARS2,L-ALANINE,,7742303
AARS2,L-ALANINE,,8601277
AARS2,L-ALANINE,,10871402
AARS2,L-ALANINE,,17016423
AARS2,L-ALANINE,,17139284
AASS,CHEMBL1161866,,17002315
AASS,CHEMBL1161866,,17223709
AASS,CHEMBL1161866,,17542618
AASS,L-GLUTAMATE,,687635
AASS,L-GLUTAMATE,,9249048
AASS,L-GLUTAMATE,,12226216
AASS,L-GLUTAMATE,,17016423
AASS,L-GLUTAMATE,,17139284
ABAT,L-ALANINE,inhibitor,11752352
ABAT,L-ALANINE,inhibitor,17504214
ABAT,L-GLUTAMATE,,1983997
ABAT,L-GLUTAMATE,,3299141
ABAT,L-GLUTAMATE,,8979623
ABAT,L-GLUTAMATE,,17016423
ABAT,L-GLUTAMATE,,17139284
ABAT,PYRIDOXAL PHOSPHATE,inhibitor,11752352
ABAT,PYRIDOXAL PHOSPHATE,inhibitor,14534310
ABAT,PYRIDOXAL PHOSPHATE,inhibitor,14567543
ABAT,PYRIDOXAL PHOSPHATE,inhibitor,15723541
ABAT,PYRIDOXAL PHOSPHATE,inhibitor,16096275
ABAT,PYRIDOXAL PHOSPHATE,inhibitor,17531224
ABAT,PYRUVATE,inhibitor,11752352
ABAT,PYRUVATE,inhibitor,16435204
ABAT,PYRUVATE,inhibitor,17355287
ABAT,VIGABATRIN,inhibitor,10195585
ABAT,VIGABATRIN,inhibitor,10206175
ABAT,VIGABATRIN,inhibitor,10214744
ABAT,VIGABATRIN,inhibitor,10503933
ABAT,VIGABATRIN,inhibitor,10530689
