AADAT,PYRIDOXAL PHOSPHATE,cofactor,12126930
AADAT,PYRIDOXAL PHOSPHATE,cofactor,15016471
ABAT,L-ALANINE,inhibitor,11752352
ABAT,L-ALANINE,inhibitor,17504214
ABAT,PYRIDOXAL PHOSPHATE,inhibitor,11752352
ABAT,PYRIDOXAL PHOSPHATE,inhibitor,14534310
ABAT,PYRIDOXAL PHOSPHATE,inhibitor,14567543
ABAT,PYRIDOXAL PHOSPHATE,inhibitor,15723541
ABAT,PYRIDOXAL PHOSPHATE,inhibitor,16096275
ABAT,PYRIDOXAL PHOSPHATE,inhibitor,17531224
ABAT,PYRUVATE,inhibitor,11752352
ABAT,PYRUVATE,inhibitor,16435204
ABAT,PYRUVATE,inhibitor,17355287
ABAT,VIGABATRIN,inhibitor,10195585
ABAT,VIGABATRIN,inhibitor,10206175
ABAT,VIGABATRIN,inhibitor,10214744
ABAT,VIGABATRIN,inhibitor,10503933
ABAT,VIGABATRIN,inhibitor,10530689
ABAT,VIGABATRIN,inhibitor,11752352
ABCA1,GLYBURIDE,inhibitor,12426219
ABCA1,GLYBURIDE,inhibitor,14660039
ABCA1,GLYBURIDE,inhibitor,15039140
ABCA1,GLYBURIDE,inhibitor,15102890
ABCA1,GLYBURIDE,inhibitor,15905177
ABCA1,GLYBURIDE,inhibitor,19805629
ABCA1,PROBUCOL,inhibitor,1868500
ABCA1,PROBUCOL,inhibitor,15514211
ABCA1,PROBUCOL,inhibitor,19075491
ABCA1,PROBUCOL,inhibitor,19427182
ABCA1,PROBUCOL,inhibitor,19458386
ABCA1,PROBUCOL,inhibitor,20075420
ABCB1,TESMILIFENE,inducer,10755318
ABCB1,TESMILIFENE,inducer,16413681
ABCB1,VOACAMINE,"inhibitor, competitive",14612920
ABCB1,VOACAMINE,"inhibitor, competitive",16273216
ABCB11,GLYBURIDE,inhibitor,12404239
ABCB11,GLYBURIDE,inhibitor,15465654
ABCB11,GLYBURIDE,inhibitor,15618715
ABCC1,SULFINPYRAZONE,inhibitor,9685354
ABCC1,SULFINPYRAZONE,inhibitor,9885294
ABCC1,SULFINPYRAZONE,inhibitor,10727523
ABCC1,SULFINPYRAZONE,inhibitor,10917554
ABCC1,SULFINPYRAZONE,inhibitor,11752352
ABCC1,SULFINPYRAZONE,inhibitor,15044619
ABCC2,SULFINPYRAZONE,inhibitor,10727523
ABCC2,SULFINPYRAZONE,inhibitor,10917554
ABCC2,SULFINPYRAZONE,inhibitor,11108662
ABCC2,SULFINPYRAZONE,inhibitor,11500505
ABCC2,SULFINPYRAZONE,inhibitor,11834888
ABCC2,SULFINPYRAZONE,inhibitor,17229912
ABCC8,CHLORPROPAMIDE,inhibitor,18220763
ABCC8,GLICLAZIDE,binder,11078468
ABCC8,GLICLAZIDE,binder,11078469
ABCC8,GLICLAZIDE,binder,11484080
ABCC8,GLICLAZIDE,binder,11574406
ABCC8,GLICLAZIDE,binder,12475777
ABCC8,GLIMEPIRIDE,inducer,8172912
ABCC8,GLIMEPIRIDE,inducer,8529521
ABCC8,GLIMEPIRIDE,inducer,8911984
ABCC8,GLIPIZIDE,inhibitor,11078468
ABCC8,GLIPIZIDE,inhibitor,11078469
ABCC8,GLIPIZIDE,inhibitor,11484080
ABCC8,GLIPIZIDE,inhibitor,11574406
ABCC8,GLIPIZIDE,inhibitor,12475777
ABCC8,GLIQUIDONE,inhibitor,11078468
ABCC8,GLIQUIDONE,inhibitor,11078469
ABCC8,GLIQUIDONE,inhibitor,11484080
ABCC8,GLIQUIDONE,inhibitor,11574406
ABCC8,GLIQUIDONE,inhibitor,12475777
ABCC8,GLYBURIDE,blocker,9990013
ABCC8,GLYBURIDE,blocker,12031979
ABCC8,GLYBURIDE,blocker,12107069
ABCC8,GLYBURIDE,blocker,12145099
ABCC8,GLYBURIDE,blocker,12213059
ABCC8,GLYBURIDE,blocker,12213829
ABCC8,GLYBURIDE,blocker,17015627
ABCC8,GLYMIDINE,inducer,9990013
ABCC8,GLYMIDINE,inducer,12031979
ABCC8,GLYMIDINE,inducer,12107069
ABCC8,GLYMIDINE,inducer,12145099
ABCC8,GLYMIDINE,inducer,12213059
ABCC8,GLYMIDINE,inducer,12213829
ABCC8,MITIGLINIDE,inhibitor,11716850
ABCC8,MITIGLINIDE,inhibitor,17003348
ABCC8,MITIGLINIDE,inhibitor,17592198
ABCC8,NATEGLINIDE,inhibitor,10773014
ABCC8,NATEGLINIDE,inhibitor,11716850
ABCC8,NATEGLINIDE,inhibitor,11728565
ABCC8,NATEGLINIDE,inhibitor,12196472
ABCC8,NATEGLINIDE,inhibitor,12604678
ABCC8,NATEGLINIDE,inhibitor,12764427
ABCC8,REPAGLINIDE,inhibitor,10773014
ABCC8,REPAGLINIDE,inhibitor,11716850
ABCC8,REPAGLINIDE,inhibitor,11728565
ABCC8,REPAGLINIDE,inhibitor,12196472
ABCC8,REPAGLINIDE,inhibitor,15219283
ABCC8,REPAGLINIDE,inhibitor,15380228
ABCC8,TOLAZAMIDE,blocker,8799949
ABCC8,TOLAZAMIDE,blocker,10354277
ABCC8,TOLBUTAMIDE,inhibitor,18220763
ABCC9,GLYBURIDE,modulator,12145099
ABCC9,GLYBURIDE,modulator,14672537
ABCC9,GLYBURIDE,modulator,15023854
ABCC9,GLYBURIDE,modulator,16845255
ABCC9,GLYBURIDE,modulator,17294036
ABL1,ADENOSINE TRIPHOSPHATE,inhibitor,11752352
ABL1,ADENOSINE TRIPHOSPHATE,inhibitor,17016423
ABL1,ADENOSINE TRIPHOSPHATE,inhibitor,17139284
ABL1,DASATINIB,multitarget,11752352
ABL1,DASATINIB,multitarget,17016423
ABL1,DASATINIB,multitarget,17701954
ABL1,NILOTINIB,inhibitor,16721371
ABL1,NILOTINIB,inhibitor,17715389
ABL1,NILOTINIB,inhibitor,17929114
ABL1,NILOTINIB,inhibitor,19822896
ABL1,NILOTINIB,inhibitor,19920925
ABL1,PONATINIB,inhibitor,23409026
ABL2,ADENOSINE TRIPHOSPHATE,inhibitor,11752352
ABL2,ADENOSINE TRIPHOSPHATE,inhibitor,17016423
ABL2,ADENOSINE TRIPHOSPHATE,inhibitor,17139284
ABL2,DASATINIB,multitarget,11752352
ABL2,DASATINIB,multitarget,17016423
ABL2,DASATINIB,multitarget,20072833
ACAA1,TRIMETAZIDINE,Inhibitor,10720420
ACAT1,SULFASALAZINE,inhibitor,1357724
ACAT1,SULFASALAZINE,inhibitor,17016423
ACAT1,SULFASALAZINE,inhibitor,17139284
ACE,CANDOXATRIL,inhibitor,11300648
ACE,CANDOXATRIL,inhibitor,16642666
ACE,CAPTOPRIL,inhibitor,11030016
ACE,CAPTOPRIL,inhibitor,11752352
ACE,CAPTOPRIL,inhibitor,11929321
ACE,CAPTOPRIL,inhibitor,15236580
ACE,CAPTOPRIL,inhibitor,16889963
ACE,CAPTOPRIL,inhibitor,17618628
ACE,CAPTOPRIL,inhibitor,20014331
ACE,CILAZAPRIL,inhibitor,1382157
ACE,CILAZAPRIL,inhibitor,1382161
ACE,CILAZAPRIL,inhibitor,10205231
ACE,CILAZAPRIL,inhibitor,10398211
ACE,CILAZAPRIL,inhibitor,10446934
