10024094,mthfr,cyanocobalamin,sin_interaccion
10024094,mthfr,folic acid,sin_interaccion
10024094,mthfr,methionine,sin_interaccion
10024094,mthfr,niacinamide,sin_interaccion
10024094,mthfr,s-adenosyl-l-methionine,sin_interaccion
10024094,mthfr,tetrahydrofolate,sin_interaccion
10024094,dhfr,tetrahydrofolate,sin_interaccion
10024094,mtr,tetrahydrofolate,sin_interaccion
10024094,tyms,tetrahydrofolate,sin_interaccion
10024454,psat1,glimepiride,sin_interaccion
10024454,psat1,l-alanine,sin_interaccion
10024454,psat1,pyridoxal phosphate,sin_interaccion
10024454,agxt,pyridoxal phosphate,sin_interaccion
10024454,got2,pyridoxal phosphate,sin_interaccion
10024454,nfs1,pyridoxal phosphate,sin_interaccion
10024454,oat,pyridoxal phosphate,sin_interaccion
10024454,odc1,pyridoxal phosphate,sin_interaccion
10026282,plg,aminocaproic acid,sin_interaccion
10026282,app,aminocaproic acid,sin_interaccion
10026282,plat,aminocaproic acid,sin_interaccion
10027842,htr4,cisapride,sin_interaccion
10047461,tyms,dihydrotachysterol,sin_interaccion
10047461,tyms,potassium chloride,sin_interaccion
10047461,tyms,raltitrexed,sin_interaccion
10047461,tyms,tretinoin,sin_interaccion
10047461,ccnd1,raltitrexed,sin_interaccion
10047461,cdk1,raltitrexed,sin_interaccion
10047461,cdk2,raltitrexed,sin_interaccion
10047461,cdk4,raltitrexed,sin_interaccion
10047461,cdk5,raltitrexed,sin_interaccion
10047461,cdk6,raltitrexed,sin_interaccion
10051426,s100a12,amlexanox,sin_interaccion
10051426,s100a13,amlexanox,sin_interaccion
10052979,bche,minaprine,sin_interaccion
10052979,chrm1,minaprine,sin_interaccion
10052979,htr1a,minaprine,sin_interaccion
10066903,htr3a,dihydrotachysterol,sin_interaccion
10066903,htr3a,enflurane,sin_interaccion
10066903,htr3a,loxapine,sin_interaccion
10066903,htr3a,picrotoxin,sin_interaccion
10066903,htr3a,suramin,sin_interaccion
10066903,htr3a,tubocurarine,sin_interaccion
10066903,chrna4,tubocurarine,sin_interaccion
10066903,chrna7,tubocurarine,sin_interaccion
10066903,gsr,tubocurarine,sin_interaccion
10066903,tubb4b,tubocurarine,sin_interaccion
10067800,ace,telmisartan,sin_interaccion
10067800,agtr2,telmisartan,sin_interaccion
10068594,dhfr,atovaquone,sin_interaccion
10068594,dhfr,chloroguanide,sin_interaccion
10068594,dhfr,mephenytoin,sin_interaccion
10068594,tyms,chloroguanide,sin_interaccion
10075051,tnf,adenosine phosphate,sin_interaccion
10075051,tnf,inamrinone,sin_interaccion
10075051,pde3a,inamrinone,sin_interaccion
10075381,agtr1,irbesartan,sin_interaccion
10075381,agtr1,nitric oxide,sin_interaccion
10075381,agtr1,trandolapril,sin_interaccion
10075381,ace,irbesartan,sin_interaccion
10075381,ccl2,irbesartan,sin_interaccion
10075381,ptgs2,irbesartan,sin_interaccion
10075731,nos3,ascorbate,sin_interaccion
10075731,nos3,nitric oxide,sin_interaccion
10075867,ca11,alizapride,sin_interaccion
10075867,fcgr1b,alizapride,sin_interaccion
10075867,fcgr2a,alizapride,sin_interaccion
10075867,fcgr2b,alizapride,sin_interaccion
10076535,ar,bicalutamide,sin_interaccion
10076535,ar,estramustine,sin_interaccion
10076535,ar,nilutamide,sin_interaccion
10076535,cd2,bicalutamide,sin_interaccion
10076535,map2,bicalutamide,sin_interaccion
10076568,pparg,bezafibrate,sin_interaccion
10076568,pparg,tretinoin,sin_interaccion
10077001,ar,bicalutamide,sin_interaccion
10077001,ar,fluoxymesterone,sin_interaccion
10077001,ar,flutamide,sin_interaccion
10077001,ar,medroxyprogesterone acetate,sin_interaccion
10077001,ar,methionine,sin_interaccion
10077001,ar,nilutamide,sin_interaccion
10077001,ar,oxandrolone,sin_interaccion
10077001,ar,tretinoin,sin_interaccion
10077001,ar,trimetrexate,sin_interaccion
10077001,esr1,fluoxymesterone,sin_interaccion
10077001,nr3c1,fluoxymesterone,sin_interaccion
10077001,pgr,fluoxymesterone,sin_interaccion
10080233,htr2a,alprazolam,sin_interaccion
10080233,htr2a,methysergide,sin_interaccion
10080233,htr2a,ouabain,sin_interaccion
10080233,htr2c,methysergide,sin_interaccion
10080233,pomc,methysergide,sin_interaccion
10082805,slc6a3,mazindol,sin_interaccion
10082805,slc6a3,nitric oxide,sin_interaccion
10082805,atp6v1b2,mazindol,sin_interaccion
10082805,chrna4,mazindol,sin_interaccion
10084415,ace,ergoloid mesylates,sin_interaccion
10084415,app,ergoloid mesylates,sin_interaccion
10084415,gsr,ergoloid mesylates,sin_interaccion
10084415,maoa,ergoloid mesylates,sin_interaccion
10084415,xdh,ergoloid mesylates,sin_interaccion
10088139,htr1a,alprazolam,sin_interaccion
10088139,htr1a,pindolol,sin_interaccion
10090784,dhfr,trimethoprim,sin_interaccion
10091649,dhfr,potassium chloride,sin_interaccion
10091649,dhfr,tetrahydrofolate,sin_interaccion
10091649,dhfr,trimetrexate,sin_interaccion
10092828,cd52,alemtuzumab,sin_interaccion
10092828,cd52,"globulin, immune",sin_interaccion
10097144,pparg,inositol,sin_interaccion
10097144,pparg,tretinoin,sin_interaccion
10102370,fasn,cerulenin,sin_interaccion
10102370,fasn,tacrolimus,sin_interaccion
10102370,fkbp1a,cerulenin,sin_interaccion
10102370,gsr,cerulenin,sin_interaccion
10102370,jun,cerulenin,sin_interaccion
10102370,nr1i2,cerulenin,sin_interaccion
10103097,ache,alprazolam,sin_interaccion
10103097,ache,decamethonium,sin_interaccion
10103097,ache,echothiophate,sin_interaccion
10103097,ache,edrophonium,sin_interaccion
10103097,ache,isoflurophate,sin_interaccion
10103097,app,edrophonium,sin_interaccion
10103097,bche,edrophonium,sin_interaccion
10188761,il2rb,basiliximab,sin_interaccion
10188761,il2rb,daclizumab,sin_interaccion
10188761,il2rb,muromonab-cd3,sin_interaccion
10188761,il2rb,mycophenolate mofetil,sin_interaccion
10188761,il2ra,basiliximab,sin_interaccion
10188968,htr1b,ergotamine,sin_interaccion
10188968,htr1b,methoxamine,sin_interaccion
10188968,htr1b,methysergide,sin_interaccion
10188968,htr1b,nitric oxide,sin_interaccion
10188968,adra1d,ergotamine,sin_interaccion
10188968,fth1,ergotamine,sin_interaccion
10188968,htr1d,ergotamine,sin_interaccion
10188968,htr1e,ergotamine,sin_interaccion
10188968,htr1f,ergotamine,sin_interaccion
10188968,htr2a,ergotamine,sin_interaccion
10188968,htr2c,ergotamine,sin_interaccion
10188968,htr5a,ergotamine,sin_interaccion
10188968,htr6,ergotamine,sin_interaccion
10193663,htr1b,ascorbate,sin_interaccion
10193663,htr1b,cinnarizine,sin_interaccion
10193663,htr1b,eletriptan,sin_interaccion
10193663,htr1b,ergotamine,sin_interaccion
10193663,htr1b,methysergide,sin_interaccion
10193663,htr1b,pargyline,sin_interaccion
10193663,htr1b,pyrilamine,sin_interaccion
10193663,htr1b,rizatriptan,sin_interaccion
10193663,htr1b,zolmitriptan,sin_interaccion
10193663,htr1d,ascorbate,sin_interaccion
10193663,htr1d,cinnarizine,sin_interaccion
10193663,htr1d,eletriptan,sin_interaccion
10193663,htr1d,ergotamine,sin_interaccion
10193663,htr1d,methysergide,sin_interaccion
10193663,htr1d,pargyline,sin_interaccion
10193663,htr1d,pyrilamine,sin_interaccion
10193663,htr1d,rizatriptan,sin_interaccion
10193663,htr1d,zolmitriptan,sin_interaccion
10193663,htr1f,ascorbate,sin_interaccion
10193663,htr1f,cinnarizine,sin_interaccion
10193663,htr1f,eletriptan,sin_interaccion
10193663,htr1f,ergotamine,sin_interaccion
10193663,htr1f,methysergide,sin_interaccion
10193663,htr1f,pargyline,sin_interaccion
10193663,htr1f,pyrilamine,sin_interaccion
10193663,htr1f,rizatriptan,sin_interaccion
10193663,htr1f,zolmitriptan,sin_interaccion
10193663,htr1a,eletriptan,sin_interaccion
10193663,htr3a,eletriptan,sin_interaccion
10193663,htr4,eletriptan,sin_interaccion
10193663,htr5a,eletriptan,sin_interaccion
10193776,hmgcr,cerivastatin,sin_interaccion
10193776,fth1,cerivastatin,sin_interaccion
10195585,abat,alprazolam,sin_interaccion
10195585,abat,spermine,sin_interaccion
10195585,abat,succinic acid,sin_interaccion
10195585,abat,verapamil,sin_interaccion
10196703,mthfr,folic acid,sin_interaccion
10196703,mthfr,niacinamide,sin_interaccion
10196703,mthfr,tetrahydrofolate,sin_interaccion
10196703,xdh,tetrahydrofolate,sin_interaccion
10197775,th,nitric oxide,sin_interaccion
10197775,th,sapropterin,sin_interaccion
10197775,th,tyrosine,sin_interaccion
10197775,gch1,sapropterin,sin_interaccion
10197775,il1b,sapropterin,sin_interaccion
10197775,ngf,sapropterin,sin_interaccion
10198642,ppard,ascorbate,sin_interaccion
10198642,ppard,dihydrotachysterol,sin_interaccion
10198642,ppard,icosapent,sin_interaccion
10198642,ppard,linolenic acid,sin_interaccion
10198642,ppard,rosiglitazone,sin_interaccion
10198642,ppard,tretinoin,sin_interaccion
10198642,esr1,icosapent,sin_interaccion
10198642,nr3c1,icosapent,sin_interaccion
10198642,pgr,icosapent,sin_interaccion
10198642,ppara,icosapent,sin_interaccion
10198642,pparg,icosapent,sin_interaccion
10198642,rarg,icosapent,sin_interaccion
10198642,rxra,icosapent,sin_interaccion
10200320,pparg,alprazolam,sin_interaccion
10200320,pparg,nitric oxide,sin_interaccion
10200320,pparg,rosiglitazone,sin_interaccion
10202212,crh,diphenoxylate,sin_interaccion
10202212,oprk1,diphenoxylate,sin_interaccion
10202212,pomc,diphenoxylate,sin_interaccion
10205231,ace,cilazapril,sin_interaccion
10205231,ace,nitric oxide,sin_interaccion
10205231,agtr2,cilazapril,sin_interaccion
10206175,abat,alprazolam,sin_interaccion
10206175,abat,vigabatrin,sin_interaccion
10206649,tnf,dihydrotachysterol,sin_interaccion
10208491,mthfr,tetrahydrofolate,sin_interaccion
10208491,cbs,tetrahydrofolate,sin_interaccion
10208491,mtr,tetrahydrofolate,sin_interaccion
10208549,app,tacrine,sin_interaccion
10208549,bche,tacrine,sin_interaccion
10208755,htr1d,tripelennamine,sin_interaccion
10208755,selp,tripelennamine,sin_interaccion
10209232,abat,barbital,sin_interaccion
10209232,atp6v1a,barbital,sin_interaccion
10209232,chrna4,barbital,sin_interaccion
10209232,glrb,barbital,sin_interaccion
10209232,htr3a,barbital,sin_interaccion
10209232,src,barbital,sin_interaccion
10209232,sst,barbital,sin_interaccion
10209232,wars,barbital,sin_interaccion
10209232,abat,phenobarbital,sin_interaccion
10209232,atp6v1a,phenobarbital,sin_interaccion
10209232,chrna4,phenobarbital,sin_interaccion
10209232,glrb,phenobarbital,sin_interaccion
10209232,htr3a,phenobarbital,sin_interaccion
10209232,src,phenobarbital,sin_interaccion
10209232,sst,phenobarbital,sin_interaccion
10209232,wars,phenobarbital,sin_interaccion
10212017,chrm3,brompheniramine,sin_interaccion
10212017,chrm3,methacholine,sin_interaccion
10212017,chrm3,terfenadine,sin_interaccion
10212017,chrm3,tripelennamine,sin_interaccion
10212017,chrm5,brompheniramine,sin_interaccion
10212017,chrm5,methacholine,sin_interaccion
10212017,chrm5,terfenadine,sin_interaccion
10212017,chrm5,tripelennamine,sin_interaccion
10214942,nr3c1,troglitazone,sin_interaccion
10214942,ppard,troglitazone,sin_interaccion
10224140,slc22a8,aspirin,sin_interaccion
10224140,slc22a8,dinoprostone,sin_interaccion
10224140,slc22a8,estropipate,sin_interaccion
10224140,slc22a8,piroxicam,sin_interaccion
10224140,slc22a8,probenecid,sin_interaccion
10224140,slc22a8,zidovudine,sin_interaccion
10224140,comt,probenecid,sin_interaccion
10224140,kcnk3,probenecid,sin_interaccion
10224140,kcnn2,probenecid,sin_interaccion
10224140,maob,probenecid,sin_interaccion
10224140,slc22a6,probenecid,sin_interaccion
10226408,serpinc1,argatroban,sin_interaccion
10227113,adra1a,clozapine,sin_interaccion
10227113,adra1a,mifepristone,sin_interaccion
10227113,adra1a,olanzapine,sin_interaccion
10227113,chrm1,clozapine,sin_interaccion
10227113,chrm1,mifepristone,sin_interaccion
10227113,chrm1,olanzapine,sin_interaccion
10227113,chrm3,clozapine,sin_interaccion
10227113,chrm3,mifepristone,sin_interaccion
10227113,chrm3,olanzapine,sin_interaccion
10227113,chrm4,clozapine,sin_interaccion
10227113,chrm4,mifepristone,sin_interaccion
10227113,chrm4,olanzapine,sin_interaccion
10227113,drd1,clozapine,sin_interaccion
10227113,drd1,mifepristone,sin_interaccion
10227113,drd1,olanzapine,sin_interaccion
10227113,ca2,olanzapine,sin_interaccion
10227113,htr2b,olanzapine,sin_interaccion
10227113,srr,olanzapine,sin_interaccion
10229494,pla2g1b,quinacrine,sin_interaccion
10229494,pla2g2a,quinacrine,sin_interaccion
10322101,alox5,aspirin,sin_interaccion
10322101,alox5,cinalukast,sin_interaccion
10322101,alox5,pranlukast,sin_interaccion
10322101,alox5,pyrilamine,sin_interaccion
10322101,alox5,zafirlukast,sin_interaccion
10322101,alox5,zileuton,sin_interaccion
10322101,cysltr1,zileuton,sin_interaccion
10322101,gpt,zileuton,sin_interaccion
10328880,gabbr2,arbaclofen,sin_interaccion
10328880,gabbr2,potassium chloride,sin_interaccion
10328880,cdk2,arbaclofen,sin_interaccion
10328880,dhfr,arbaclofen,sin_interaccion
10328880,gabbr1,arbaclofen,sin_interaccion
10328880,gabrb2,arbaclofen,sin_interaccion
10328880,grm5,arbaclofen,sin_interaccion
10328995,htr3a,cinnarizine,sin_interaccion
10328995,htr3a,cisapride,sin_interaccion
10328995,htr3a,dihydrotachysterol,sin_interaccion
10328995,htr4,cinnarizine,sin_interaccion
10328995,htr4,cisapride,sin_interaccion
10328995,htr4,dihydrotachysterol,sin_interaccion
10331108,htr1a,ascorbate,sin_interaccion
10331108,htr1a,fluoxetine,sin_interaccion
10331108,htr1a,pindolol,sin_interaccion
10331108,htr2a,pindolol,sin_interaccion
10331108,maob,pindolol,sin_interaccion
10334992,nr1h4,chenodiol,sin_interaccion
10334992,nr1h4,ursodiol,sin_interaccion
10334992,akr1c2,chenodiol,sin_interaccion
10334992,rxra,chenodiol,sin_interaccion
10338381,tnf,dihydrotachysterol,sin_interaccion
10338381,tnf,etanercept,sin_interaccion
10338381,tnf,mercaptopurine,sin_interaccion
10338381,tnf,muromonab-cd3,sin_interaccion
10338381,il2ra,etanercept,sin_interaccion
10338381,lpl,etanercept,sin_interaccion
10338381,mmp1,etanercept,sin_interaccion
10338381,mmp3,etanercept,sin_interaccion
10338381,nos2,etanercept,sin_interaccion
10338381,sele,etanercept,sin_interaccion
10338682,pnlip,benzphetamine hydrochloride,sin_interaccion
10338682,pnlip,mazindol,sin_interaccion
10338682,pnlip,orlistat,sin_interaccion
10338682,pnlip,somatropin,sin_interaccion
10338682,adra1d,orlistat,sin_interaccion
10338682,crh,orlistat,sin_interaccion
10338682,drd1,orlistat,sin_interaccion
10338682,drd2,orlistat,sin_interaccion
10338682,hrh3,orlistat,sin_interaccion
10338682,htr2c,orlistat,sin_interaccion
10338682,lepr,orlistat,sin_interaccion
10338682,pla2g1b,orlistat,sin_interaccion
10338682,pomc,orlistat,sin_interaccion
10340919,ptgs2,meloxicam,sin_interaccion
10340919,ptgs1,meloxicam,sin_interaccion
10353435,htr2c,corticotropin,sin_interaccion
10353669,c3,argatroban,sin_interaccion
10353669,serpinc1,argatroban,sin_interaccion
10354277,abcc8,adenosine triphosphate,sin_interaccion
10354277,abcc8,diazoxide,sin_interaccion
10354277,abcc8,glyburide,sin_interaccion
10354277,abcc8,hexachlorophene,sin_interaccion
10354277,abcc8,ofloxacin,sin_interaccion
10354277,abcc8,reserpine,sin_interaccion
10354277,abcc8,tolazamide,sin_interaccion
10354277,abcc8,tolbutamide,sin_interaccion
10354277,abcc8,vasopressin,sin_interaccion
10354277,abcc9,tolazamide,sin_interaccion
10354277,cftr,tolazamide,sin_interaccion
10354277,kcna3,tolazamide,sin_interaccion
10354277,kcnj1,tolazamide,sin_interaccion
10354277,kcnj11,tolazamide,sin_interaccion
10354277,kcnj5,tolazamide,sin_interaccion
10354277,kcnj8,tolazamide,sin_interaccion
10354277,mmp3,tolazamide,sin_interaccion
10357816,tnf,etanercept,sin_interaccion
10357816,tnf,"globulin, immune",sin_interaccion
10357816,tnf,rizatriptan,sin_interaccion
10357816,bcl2,etanercept,sin_interaccion
10357816,cmpk1,etanercept,sin_interaccion
10357816,f2r,etanercept,sin_interaccion
10357816,ifngr1,etanercept,sin_interaccion
10357816,ms4a1,etanercept,sin_interaccion
10357816,nfkb1,etanercept,sin_interaccion
10357816,tnfrsf8,etanercept,sin_interaccion
10362188,ace,argatroban,sin_interaccion
10362188,f10,argatroban,sin_interaccion
10362188,plat,argatroban,sin_interaccion
10362188,serpinc1,argatroban,sin_interaccion
10363282,bche,edrophonium,sin_interaccion
10363282,egf,edrophonium,sin_interaccion
10363282,il3,edrophonium,sin_interaccion
10365684,tpo,adenosine phosphate,sin_interaccion
10365684,tpo,methimazole,sin_interaccion
10366506,cd52,alemtuzumab,sin_interaccion
10366506,hla-drb1,alemtuzumab,sin_interaccion
10366506,selp,alemtuzumab,sin_interaccion
10368402,ache,alprazolam,sin_interaccion
10368402,ache,dihydrotachysterol,sin_interaccion
10368402,ache,physostigmine,sin_interaccion
10368402,ache,tubocurarine,sin_interaccion
10368402,ache,zidovudine,sin_interaccion
10368402,chrna4,physostigmine,sin_interaccion
10372226,kcnj5,mibefradil,sin_interaccion
10372826,ptgs1,nimesulide,sin_interaccion
10372826,ptgs1,sulindac,sin_interaccion
10372826,ptgs2,nimesulide,sin_interaccion
10372826,ptgs2,sulindac,sin_interaccion
10373451,pde10a,adenosine phosphate,sin_interaccion
10373451,pde10a,dipyridamole,sin_interaccion
10373451,adcy1,dipyridamole,sin_interaccion
10373451,pde1a,dipyridamole,sin_interaccion
10373451,pde1b,dipyridamole,sin_interaccion
10373451,pde2a,dipyridamole,sin_interaccion
10373451,pde3a,dipyridamole,sin_interaccion
10373451,pde4a,dipyridamole,sin_interaccion
10373451,pde4b,dipyridamole,sin_interaccion
10373451,pde4c,dipyridamole,sin_interaccion
10373451,pde4d,dipyridamole,sin_interaccion
10373451,pde5a,dipyridamole,sin_interaccion
10373451,pde7a,dipyridamole,sin_interaccion
10374120,pgr,fulvestrant,sin_interaccion
10374120,pgr,gonadorelin,sin_interaccion
