10024094,g1475,d1771,sin_interaccion
10024094,g1475,d2146,sin_interaccion
10024094,g1475,d2595,sin_interaccion
10024094,g1475,d2716,sin_interaccion
10024094,g1475,d3156,sin_interaccion
10024094,g1475,d3334,cofactor
10024094,g631,d3334,sin_interaccion
10024094,g1479,d3334,sin_interaccion
10024094,g2366,d3334,sin_interaccion
10024454,g1856,d2203,sin_interaccion
10024454,g1856,d2428,sin_interaccion
10024454,g1856,d3047,cofactor
10024454,g102,d3047,sin_interaccion
10024454,g1562,d3047,sin_interaccion
10024454,g1621,d3047,sin_interaccion
10024454,g1626,d3047,sin_interaccion
10026282,g178,d146,sin_interaccion
10026282,g1766,d146,sin_interaccion
10027842,g1117,d1708,agonist
10047461,g2366,d1891,sin_interaccion
10047461,g2366,d2988,sin_interaccion
10047461,g2366,d3077,inhibitor
10047461,g2366,d3417,sin_interaccion
10047461,g366,d3077,sin_interaccion
10047461,g407,d3077,sin_interaccion
10047461,g410,d3077,sin_interaccion
10047461,g411,d3077,sin_interaccion
10047461,g412,d3077,sin_interaccion
10047461,g414,d3077,sin_interaccion
10051426,g2003,d157,antagonist
10051426,g2004,d157,antagonist
10052979,g248,d2647,sin_interaccion
10052979,g447,d2647,sin_interaccion
10052979,g1108,d2647,sin_interaccion
10066903,g1116,d1891,sin_interaccion
10066903,g1116,d1993,sin_interaccion
10066903,g1116,d2511,sin_interaccion
10066903,g1116,d2947,sin_interaccion
10066903,g1116,d3266,sin_interaccion
10066903,g1116,d3456,antagonist
10066903,g456,d3456,sin_interaccion
10066903,g458,d3456,sin_interaccion
10066903,g981,d3456,sin_interaccion
10067800,g100,d1891,sin_interaccion
10067800,g100,d2627,sin_interaccion
10067800,g100,d2988,sin_interaccion
10067800,g100,d3303,antagonist
10067800,g100,d3487,sin_interaccion
10067800,g36,d3303,sin_interaccion
10067800,g101,d3303,sin_interaccion
10068594,g631,d243,sin_interaccion
10068594,g631,d1672,inhibitor
10068594,g631,d2568,sin_interaccion
10068594,g2366,d1672,sin_interaccion
10075051,g2296,d2341,inhibitor
10075051,g1695,d2341,sin_interaccion
10075381,g100,d2382,antagonist
10075381,g100,d2738,sin_interaccion
10075381,g100,d3409,sin_interaccion
10075381,g36,d2382,sin_interaccion
10075381,g357,d2382,sin_interaccion
10075381,g1884,d2382,sin_interaccion
10075731,g1579,d228,sin_interaccion
10075731,g1579,d2738,sin_interaccion
10075867,g656,d115,antagonist
10075867,g656,d1708,sin_interaccion
10075867,g656,d2207,sin_interaccion
10075867,g289,d115,sin_interaccion
10075867,g655,d115,sin_interaccion
10075867,g772,d115,sin_interaccion
10076535,g183,d334,antagonist
10076535,g183,d2041,sin_interaccion
10076535,g183,d2725,sin_interaccion
10076535,g377,d334,sin_interaccion
10076535,g1360,d334,sin_interaccion
10076568,g1807,d331,sin_interaccion
10076568,g1807,d3417,sin_interaccion
10077001,g183,d334,sin_interaccion
10077001,g183,d2136,agonist
10077001,g183,d2143,sin_interaccion
10077001,g183,d2554,sin_interaccion
10077001,g183,d2595,sin_interaccion
10077001,g183,d2725,sin_interaccion
10077001,g183,d2806,sin_interaccion
10077001,g183,d3417,sin_interaccion
10077001,g183,d3442,sin_interaccion
10077001,g730,d2136,sin_interaccion
10077001,g1601,d2136,sin_interaccion
10077001,g1737,d2136,sin_interaccion
10080233,g1113,d122,sin_interaccion
10080233,g1113,d2621,antagonist
10080233,g1113,d2799,sin_interaccion
10080233,g1115,d2621,sin_interaccion
10080233,g1801,d2621,sin_interaccion
10082498,g100,d3487,sin_interaccion
10082805,g2149,d2546,inhibitor
10082805,g2149,d2738,sin_interaccion
10082805,g221,d2546,sin_interaccion
10082805,g456,d2546,sin_interaccion
10084415,g36,d2020,sin_interaccion
10084415,g178,d2020,sin_interaccion
10084415,g981,d2020,sin_interaccion
10084415,g1357,d2020,sin_interaccion
10084415,g1358,d2020,sin_interaccion
10084415,g2431,d2020,sin_interaccion
10090784,g631,d3440,sin_interaccion
10091649,g631,d2988,sin_interaccion
10091649,g631,d3334,sin_interaccion
10091649,g631,d3442,inhibitor
10092828,g393,d107,antibody
10092828,g393,d2207,sin_interaccion
10094428,g828,d278,sin_interaccion
10095983,g1789,d2792,inhibitor
10097144,g1807,d2360,sin_interaccion
10097144,g1807,d3417,sin_interaccion
10102370,g765,d463,inhibitor
10102370,g765,d3271,sin_interaccion
10102370,g981,d463,sin_interaccion
10102370,g1222,d463,sin_interaccion
10103097,g38,d122,sin_interaccion
10103097,g38,d1820,sin_interaccion
10103097,g38,d1962,sin_interaccion
10103097,g38,d1968,inhibitor
10103097,g38,d2393,sin_interaccion
10103097,g178,d1968,sin_interaccion
10103097,g248,d1968,sin_interaccion
10188761,g1175,d286,antibody
10188761,g1175,d1798,sin_interaccion
10188761,g1175,d2676,sin_interaccion
10188761,g1175,d2677,sin_interaccion
10188761,g1174,d286,sin_interaccion
10188968,g1109,d2022,agonist
10188968,g1109,d2601,sin_interaccion
10188968,g1109,d2621,sin_interaccion
10188968,g1109,d2738,sin_interaccion
10188968,g818,d2022,sin_interaccion
10188968,g1110,d2022,sin_interaccion
10188968,g1111,d2022,sin_interaccion
10188968,g1112,d2022,sin_interaccion
10188968,g1113,d2022,sin_interaccion
10188968,g1114,d2022,sin_interaccion
10188968,g1118,d2022,sin_interaccion
10188968,g1119,d2022,sin_interaccion
10192655,g750,d285,sin_interaccion
10192655,g750,d1875,sin_interaccion
10192655,g750,d1891,sin_interaccion
10192655,g750,d2809,sin_interaccion
10193663,g1109,d228,sin_interaccion
10193663,g1109,d1704,sin_interaccion
10193663,g1109,d1976,agonist
10193663,g1109,d2022,sin_interaccion
10193663,g1109,d2621,sin_interaccion
10193663,g1109,d2850,sin_interaccion
10193663,g1109,d3050,sin_interaccion
10193663,g1109,d3135,sin_interaccion
10193663,g1109,d3562,sin_interaccion
10193663,g1110,d228,sin_interaccion
10193663,g1110,d1704,sin_interaccion
10193663,g1110,d1976,agonist
10193663,g1110,d2022,sin_interaccion
10193663,g1110,d2621,sin_interaccion
10193663,g1110,d2850,sin_interaccion
10193663,g1110,d3050,sin_interaccion
10193663,g1110,d3135,sin_interaccion
10193663,g1110,d3562,sin_interaccion
10193663,g1112,d228,sin_interaccion
10193663,g1112,d1704,sin_interaccion
10193663,g1112,d1976,agonist
10193663,g1112,d2022,sin_interaccion
10193663,g1112,d2621,sin_interaccion
10193663,g1112,d2850,sin_interaccion
10193663,g1112,d3050,sin_interaccion
10193663,g1112,d3135,sin_interaccion
10193663,g1112,d3562,sin_interaccion
10193663,g1108,d1976,sin_interaccion
10193663,g1116,d1976,sin_interaccion
